gene_id	gene_symbol	length
ENSG00000162891	IL20	1567
ENSG00000162892	IL24	1979
ENSG00000162894	FAIM3	2348
ENSG00000271680	RP11-564A8.8	466
ENSG00000226945	RP11-564A8.4	611
ENSG00000162896	PIGR	4376
ENSG00000162897	FCAMR	3635
ENSG00000182795	C1orf116	5502
ENSG00000238401	snoU13	107
ENSG00000180667	YOD1	6521
ENSG00000123836	PFKFB2	9815
ENSG00000123843	C4BPB	3219
ENSG00000123838	C4BPA	2441
ENSG00000226565	RP11-164O23.5	105
ENSG00000224462	C4BPAP1	1893
ENSG00000243636	RP11-164O23.7	945
ENSG00000232621	C4BPAP2	478
ENSG00000237074	RP11-6J21.2	917
ENSG00000196352	CD55	4477
ENSG00000117322	CR2	4885
ENSG00000203710	CR1	12164
ENSG00000253044	AL691452.1	59
ENSG00000236911	RP11-78B10.2	1275
ENSG00000197721	CR1L	2768
ENSG00000244703	CD46P1	763
ENSG00000226289	RP11-57I17.3	689
ENSG00000117335	CD46	8708
ENSG00000234219	RP11-454L1.2	680
ENSG00000203709	C1orf132	15647
ENSG00000226202	RP11-328D5.1	563
ENSG00000174059	CD34	3949
ENSG00000076356	PLXNA2	13781
ENSG00000226843	RP11-2P2.1	87
ENSG00000261453	RP11-565N2.1	279
ENSG00000259815	RP11-565N2.2	285
ENSG00000227887	RPS26P13	330
ENSG00000232812	RP11-459K23.2	527
ENSG00000236950	RP5-1051D14.1	595
ENSG00000232537	RP11-385M4.1	473
ENSG00000228081	RP11-385M4.2	362
ENSG00000224540	RP11-385M4.3	1224
ENSG00000225712	ATP5G2P1	426
ENSG00000227940	RP11-372M18.1	492
ENSG00000231648	RP11-372M18.2	892
ENSG00000230937	MIR205HG	3589
ENSG00000224260	RP1-272L16.1	1069
ENSG00000008118	CAMK1G	2676
ENSG00000196878	LAMB3	4688
ENSG00000264831	MIR4260	67
ENSG00000227591	RP1-28O10.1	477
ENSG00000123689	G0S2	866
ENSG00000117594	HSD11B1	1526
ENSG00000236136	ADORA2BP	842
ENSG00000009790	TRAF3IP3	7753
ENSG00000162757	C1orf74	1576
ENSG00000117595	IRF6	4792
ENSG00000232222	RP3-434O14.8	591
ENSG00000117597	DIEXF	10376
ENSG00000143469	SYT14	5395
ENSG00000203706	SERTAD4-AS1	1004
ENSG00000082497	SERTAD4	5467
ENSG00000228110	ST13P19	1125
ENSG00000233455	RP4-667H12.4	857
ENSG00000054392	HHAT	4296
ENSG00000200972	RNU5A-8P	114
ENSG00000270936	RP5-879K22.1	668
ENSG00000143473	KCNH1	3208
ENSG00000224668	IPO8P1	3109
ENSG00000234233	KCNH1-IT1	626
ENSG00000234004	RP11-543B16.1	375
ENSG00000223562	RP11-543B16.3	116
ENSG00000226986	RP11-543B16.2	898
ENSG00000221488	AC092017.1	94
ENSG00000117625	RCOR3	9092
ENSG00000082512	TRAF5	9022
ENSG00000153363	LINC00467	877
ENSG00000236809	SNX25P1	834
ENSG00000261252	RP11-318L16.6	262
ENSG00000238137	ARPC3P2	533
ENSG00000198570	RD3	4266
ENSG00000223649	RP11-359E8.3	491
ENSG00000170385	SLC30A1	5474
ENSG00000261314	RP11-359E8.5	711
ENSG00000228792	RP11-354K1.2	585
ENSG00000227764	RP11-354K1.1	1204
ENSG00000222080	AL356310.1	94
ENSG00000224763	FDPSP8	1089
ENSG00000117650	NEK2	3027
ENSG00000231057	RP11-122M14.1	2452
ENSG00000226868	RP11-122M14.3	174
ENSG00000123684	LPGAT1	8799
ENSG00000241395	RN7SL344P	294
ENSG00000212205	Y_RNA	88
ENSG00000229258	RP11-552D8.1	1359
ENSG00000233626	RP11-565J7.1	386
ENSG00000143493	INTS7	5107
ENSG00000212187	SNORA26	122
ENSG00000143476	DTL	4892
ENSG00000220749	RPL21P28	543
ENSG00000264358	MIR3122	73
ENSG00000252879	RN7SKP98	156
ENSG00000229983	RP11-15I11.2	510
ENSG00000226251	RP11-15I11.3	511
ENSG00000066027	PPP2R5A	3820
ENSG00000230063	RP11-384C4.6	650
ENSG00000234915	RP11-384C4.7	387
ENSG00000225338	RP11-384C4.3	468
ENSG00000201544	SNORA16B	135
ENSG00000229832	RP11-384C4.2	496
ENSG00000065600	TMEM206	2914
ENSG00000117691	NENF	1290
ENSG00000224535	RP11-61J19.2	359
ENSG00000228067	RP11-61J19.3	332
ENSG00000260805	RP11-61J19.4	1899
ENSG00000162772	ATF3	4003
ENSG00000264590	RN7SL512P	246
ENSG00000235862	RP11-338C15.5	2225
ENSG00000162771	FAM71A	2332
ENSG00000226036	RP11-338C15.2	460
ENSG00000237980	RP11-338C15.3	473
ENSG00000123685	BATF3	2713
ENSG00000207491	RNU6-423P	104
ENSG00000117697	NSL1	4091
ENSG00000203705	TATDN3	3788
ENSG00000236905	RP11-348H3.2	479
ENSG00000185523	C1orf227	506
ENSG00000198468	FLVCR1-AS1	3094
ENSG00000235182	RP11-348H3.4	147
ENSG00000236317	RP11-348H3.5	192
ENSG00000162769	FLVCR1	6442
ENSG00000143494	VASH2	6950
ENSG00000174606	ANGEL2	7349
ENSG00000136643	RPS6KC1	6098
ENSG00000228646	RPL31P13	370
ENSG00000225233	RP11-554K11.2	440
ENSG00000221026	AL592063.1	145
ENSG00000228255	RP11-323I1.1	347
ENSG00000230461	PROX1-AS1	8976
ENSG00000117707	PROX1	8699
ENSG00000272167	RP11-53A1.2	1874
ENSG00000143499	SMYD2	4884
ENSG00000228470	RP11-176D17.3	518
ENSG00000152104	PTPN14	18756
ENSG00000213036	RP11-365D23.4	575
ENSG00000215819	KRT18P12	1273
ENSG00000117724	CENPF	11663
ENSG00000250536	ABHD17AP3	1137
ENSG00000224584	RP11-365D23.2	439
ENSG00000185221	GAPDHP24	983
ENSG00000223869	RP11-323K10.1	418
ENSG00000082482	KCNK2	3910
ENSG00000232809	VDAC1P10	891
ENSG00000136636	KCTD3	4929
ENSG00000042781	USH2A	20584
ENSG00000202498	SNORD116	92
ENSG00000229242	RP5-1111A8.3	800
ENSG00000233620	RP11-22M7.2	774
ENSG00000236292	RP5-1099E6.3	699
ENSG00000226013	MRPS18BP1	192
ENSG00000196482	ESRRG	10880
ENSG00000092978	GPATCH2	8833
ENSG00000229841	RP11-361K17.2	1963
ENSG00000162814	SPATA17	6515
ENSG00000234070	SPATA17-AS1	420
ENSG00000228247	UBBP2	231
ENSG00000231814	LINC00210	1584
ENSG00000230714	RP11-152L7.1	215
ENSG00000232100	RP11-152L7.2	1728
ENSG00000201493	RNU1-141P	158
ENSG00000067533	RRP15	7883
ENSG00000229016	RP11-224O19.4	711
ENSG00000223375	RP11-224O19.5	216
ENSG00000232480	RP11-224O19.2	557
ENSG00000092969	TGFB2	5151
ENSG00000228208	C1orf143	1003
ENSG00000212610	U3	209
ENSG00000226693	RP11-412H9.1	1051
ENSG00000225561	RP11-412H9.2	390
ENSG00000228063	RP11-135J2.4	724
ENSG00000143353	LYPLAL1	2966
ENSG00000225920	RIMKLBP2	654
ENSG00000223842	RP11-135J2.3	1126
ENSG00000228536	RP11-392O17.1	811
ENSG00000230024	RP11-95P13.1	451
ENSG00000238232	RP11-95P13.2	182
ENSG00000215817	ZC3H11B	3237
ENSG00000252240	AC096643.1	91
ENSG00000196660	SLC30A10	5770
ENSG00000252086	RNA5SP76	87
ENSG00000221673	U3	179
ENSG00000136628	EPRS	5450
ENSG00000238798	snoU13	104
ENSG00000162813	BPNT1	3115
ENSG00000067704	IARS2	4162
ENSG00000207590	MIR215	110
ENSG00000207624	MIR194-1	85
ENSG00000238576	snoU13	103
ENSG00000232134	RPS15AP12	388
ENSG00000118873	RAB3GAP2	10344
ENSG00000222370	SNORA36B	131
ENSG00000270585	RP11-568G11.4	665
ENSG00000270708	RP11-568G11.5	303
ENSG00000218283	MORF4L1P1	967
ENSG00000213033	AURKAPS1	1212
ENSG00000230318	XRCC6P3	1621
ENSG00000232883	RP11-302I18.1	933
ENSG00000226927	RP11-302I18.3	245
ENSG00000260505	RP11-410C4.5	2912
ENSG00000224867	AC096644.1	153
ENSG00000235163	RP11-410C4.1	338
ENSG00000234863	RP11-410C4.2	159
ENSG00000226226	SLMO2P1	540
ENSG00000231529	RP11-410C4.4	390
ENSG00000116141	MARK1	5371
ENSG00000243872	RN7SL464P	293
ENSG00000233012	HDAC1P2	2006
ENSG00000225782	RP11-322F10.2	590
ENSG00000162817	C1orf115	3413
ENSG00000117791	MARC2	2590
ENSG00000186205	MARC1	3994
ENSG00000221571	RNU6ATAC35P	428
ENSG00000272823	RP11-295M18.6	536
ENSG00000238078	RP11-295M18.2	962
ENSG00000257551	HLA-AS1	563
ENSG00000136630	HLX	4144
ENSG00000226211	RP11-453O22.1	357
ENSG00000234754	RP11-421L10.1	4340
ENSG00000232436	RP11-103C3.1	807
ENSG00000227585	RP11-103C3.2	858
ENSG00000143507	DUSP10	3474
ENSG00000227925	RP11-191N8.2	423
ENSG00000200033	RNU6-403P	104
ENSG00000238042	RP11-815M8.1	998
ENSG00000228437	RP11-400N13.2	1366
ENSG00000212094	AC092765.1	84
ENSG00000232679	RP11-400N13.3	562
ENSG00000236230	RP11-400N13.1	675
ENSG00000227613	QRSL1P2	964
ENSG00000226643	RP11-358H9.1	316
ENSG00000234419	CICP13	2789
ENSG00000222399	RNU6-791P	104
ENSG00000143512	HHIPL2	3287
ENSG00000143498	TAF1A	2895
ENSG00000225265	RP11-378J18.3	1450
ENSG00000154305	MIA3	10188
ENSG00000229399	RP11-378J18.6	445
ENSG00000272750	RP11-378J18.8	2646
ENSG00000186063	AIDA	4517
ENSG00000263877	RN7SL276P	295
ENSG00000162819	BROX	4932
ENSG00000197520	FAM177B	2601
ENSG00000228106	RP11-452F19.3	1069
ENSG00000154309	DISP1	5549
ENSG00000239054	snoU13	104
ENSG00000234523	NDUFB1P2	176
ENSG00000187554	TLR5	4651
ENSG00000236846	RP11-239E10.2	613
ENSG00000226601	RP11-239E10.3	487
ENSG00000143502	SUSD4	4865
ENSG00000251789	RNU4-57P	103
ENSG00000178395	C1orf65	2098
ENSG00000203697	CAPN8	5184
ENSG00000235428	WI2-2998D17.2	886
ENSG00000227002	SNRPEP10	274
ENSG00000212398	RNU6-1248P	64
ENSG00000162909	CAPN2	8792
ENSG00000143514	TP53BP2	5991
ENSG00000227621	PHBP11	809
ENSG00000188460	ACTBP11	1126
ENSG00000233771	CICP5	2215
ENSG00000272645	RP11-504P24.8	2046
ENSG00000212157	RNU6-1319P	104
ENSG00000232372	RP11-504P24.2	360
ENSG00000243000	RP11-504P24.3	343
ENSG00000185495	RP11-504P24.4	2255
ENSG00000263182	RP11-504P24.6	1886
ENSG00000269358	AC138393.1	135
ENSG00000229930	RP11-504P24.5	246
ENSG00000252484	RN7SKP49	260
ENSG00000143756	FBXO28	6044
ENSG00000236773	RP11-365O16.1	231
ENSG00000143753	DEGS1	2515
ENSG00000201898	SNORA72	127
ENSG00000232628	RP11-365O16.3	962
ENSG00000237101	RP11-365O16.6	1323
ENSG00000143748	NVL	4895
ENSG00000221406	MIR320B2	138
ENSG00000229742	RP11-365O16.5	474
ENSG00000206887	RNU6-1008P	104
ENSG00000238856	snoU13	99
ENSG00000143771	CNIH4	5098
ENSG00000162923	WDR26	10481
ENSG00000266618	MIR4742	85
ENSG00000143786	CNIH3	6386
ENSG00000229991	AKR1B1P1	956
ENSG00000233384	RP11-100E13.1	403
ENSG00000234247	RP11-100E13.3	714
ENSG00000229400	RP11-3L21.2	837
ENSG00000251933	AL596330.1	75
ENSG00000225334	RP11-449J1.1	423
ENSG00000185842	DNAH14	19741
ENSG00000143815	LBR	5257
ENSG00000203691	AC092811.1	1637
ENSG00000234476	RP11-496N12.6	992
ENSG00000154380	ENAH	15032
ENSG00000227496	RP11-145A3.1	1530
ENSG00000226349	RP11-145A3.2	534
ENSG00000223306	RNU6-1304P	108
ENSG00000143742	SRP9	1712
ENSG00000234112	RP11-145A3.4	301
ENSG00000143819	EPHX1	2504
ENSG00000242861	RP11-285F7.2	348
ENSG00000196187	TMEM63A	10339
ENSG00000243709	LEFTY1	1891
ENSG00000255835	RP4-559A3.7	1625
ENSG00000143811	PYCR2	3539
ENSG00000248322	RP4-559A3.6	342
ENSG00000143768	LEFTY2	2392
ENSG00000213032	NDUFA3P3	250
ENSG00000143751	SDE2	3975
ENSG00000272562	RP11-396C23.4	490
ENSG00000163041	H3F3A	3146
ENSG00000225518	RP11-396C23.2	821
ENSG00000270598	RP11-396C23.3	169
ENSG00000182827	ACBD3	3578
ENSG00000234478	RP11-275I14.4	535
ENSG00000223570	RP11-275I14.2	352
ENSG00000185155	MIXL1	2029
ENSG00000183814	LIN9	4442
ENSG00000238545	snoU13	102
ENSG00000239094	snoU13	104
ENSG00000236994	YBX1P9	679
ENSG00000143799	PARP1	7169
ENSG00000270287	RP11-118H4.3	521
ENSG00000229965	RP11-118H4.1	781
ENSG00000223282	RN7SKP165	356
ENSG00000177770	CDKN2AIPNLP1	302
ENSG00000203685	C1orf95	7791
ENSG00000143772	ITPKB	7036
ENSG00000228382	ITPKB-IT1	870
ENSG00000228548	ITPKB-AS1	538
ENSG00000238183	RPS27P5	244
ENSG00000143801	PSEN2	3757
ENSG00000163050	ADCK3	7797
ENSG00000228525	RP5-1087E8.2	199
ENSG00000143776	CDC42BPA	14055
ENSG00000233706	RP5-1087E8.3	440
ENSG00000228625	RP11-1B20.1	814
ENSG00000228729	RP11-211A18.2	821
ENSG00000236636	RP11-211A18.1	432
ENSG00000234277	CTD-2090I13.1	2273
ENSG00000232864	CTD-2090I13.2	703
ENSG00000242757	CTD-2090I13.3	451
ENSG00000224834	BTF3P9	283
ENSG00000237193	RP11-275O4.4	202
ENSG00000237469	TUBB8P10	1279
ENSG00000235827	TUBB8P9	1276
ENSG00000227711	RP11-275O4.3	619
ENSG00000202264	RNA5SP77	120
ENSG00000181450	ZNF678	9006
ENSG00000225934	RP4-566D2.1	671
ENSG00000265216	AL592310.1	87
ENSG00000215812	ZNF847P	1268
ENSG00000143740	SNAP47	6542
ENSG00000081692	JMJD4	4315
ENSG00000230005	SNAP47-AS1	1708
ENSG00000185888	PRSS38	1267
ENSG00000143816	WNT9A	3971
ENSG00000264483	MIR5008	94
ENSG00000233003	CICP26	2730
ENSG00000154342	WNT3A	2932
ENSG00000143761	ARF1	3280
ENSG00000264944	MIR3620	79
ENSG00000143793	C1orf35	4308
ENSG00000162910	MRPL55	1886
ENSG00000224566	FAM96AP2	477
ENSG00000227625	RP11-520H14.1	208
ENSG00000143774	GUK1	4725
ENSG00000198835	GJC2	2243
ENSG00000203684	IBA57-AS1	641
ENSG00000181873	IBA57	10219
ENSG00000162913	C1orf145	3647
ENSG00000154358	OBSCN	32207
ENSG00000269890	RP5-1139B12.2	3955
ENSG00000269934	RP5-1139B12.3	1483
ENSG00000270110	RP5-1139B12.4	764
ENSG00000270104	RP11-245P10.6	574
ENSG00000154370	TRIM11	8522
ENSG00000270094	RP11-245P10.8	480
ENSG00000231563	RP11-245P10.4	283
ENSG00000162931	TRIM17	3548
ENSG00000168148	HIST3H3	481
ENSG00000230841	RP5-915N17.3	459
ENSG00000181218	HIST3H2A	496
ENSG00000196890	HIST3H2BB	452
ENSG00000266174	MIR4666A	79
ENSG00000181201	HIST3H2BA	524
ENSG00000168159	RNF187	3285
ENSG00000215811	BTNL10	905
ENSG00000202056	RNA5SP19	109
ENSG00000183929	DUSP5P1	2463
ENSG00000199352	RNA5S1	119
ENSG00000201588	RNA5S2	119
ENSG00000199337	RNA5S3	119
ENSG00000200381	RNA5S4	119
ENSG00000199396	RNA5S5	119
ENSG00000200624	RNA5S6	119
ENSG00000202521	RNA5S7	119
ENSG00000200343	RNA5S8	119
ENSG00000201321	RNA5S9	119
ENSG00000199910	RNA5S10	119
ENSG00000199334	RNA5S11	119
ENSG00000199270	RNA5S12	119
ENSG00000202526	RNA5S13	119
ENSG00000201355	RNA5S14	119
ENSG00000201925	RNA5S15	119
ENSG00000202257	RNA5S16	119
ENSG00000200370	RNA5S17	119
ENSG00000212237	RNA5SP18	121
ENSG00000206878	SNORA51	125
ENSG00000234975	FTH1P2	413
ENSG00000116574	RHOU	4372
ENSG00000271475	RP4-799G3.1	554
ENSG00000271399	RP4-799G3.2	547
ENSG00000229840	ISCA1P2	421
ENSG00000236975	RP5-1065P14.2	599
ENSG00000233920	RP5-1061H20.5	792
ENSG00000177800	TMEM78	2175
ENSG00000177788	RP5-1061H20.4	1155
ENSG00000240524	RP5-1061H20.3	673
ENSG00000168118	RAB4A	3297
ENSG00000213029	SPHAR	1120
ENSG00000237481	RP4-803J11.2	640
ENSG00000154429	CCSAP	6257
ENSG00000252506	RNU6-180P	61
ENSG00000252051	RN7SKP276	268
ENSG00000230331	RP5-1068B5.1	350
ENSG00000143632	ACTA1	1495
ENSG00000226920	RP5-1068B5.3	478
ENSG00000069248	NUP133	5057
ENSG00000223635	RP4-613A2.1	591
ENSG00000135776	ABCB10	4256
ENSG00000199672	RNU4-21P	126
ENSG00000201492	RNA5SP78	118
ENSG00000229367	HMGN2P19	265
ENSG00000135801	TAF5L	6412
ENSG00000135763	URB2	6001
ENSG00000213028	RP11-108F13.2	906
ENSG00000225984	HMGB1P26	628
ENSG00000227043	RP11-286M16.1	385
ENSG00000228058	RP11-552D4.1	654
ENSG00000211525	BX323860.1	69
ENSG00000143641	GALNT2	7944
ENSG00000227006	RP5-956O18.2	861
ENSG00000224407	RP5-956O18.3	1029
ENSG00000203257	AL691479.1	528
ENSG00000177614	PGBD5	3795
ENSG00000232964	RP11-543E8.1	403
ENSG00000235817	RP11-543E8.2	404
ENSG00000135775	COG2	11086
ENSG00000135744	AGT	2291
ENSG00000244137	RP11-99J16__A.2	1345
ENSG00000263779	RN7SL467P	290
ENSG00000135773	CAPN9	2593
ENSG00000202063	RNA5SP79	109
ENSG00000225656	RP5-858B6.1	311
ENSG00000119280	C1orf198	5161
ENSG00000223393	RP5-858B6.3	794
ENSG00000240502	RN7SL837P	287
ENSG00000238985	snoU13	73
ENSG00000143643	TTC13	4212
ENSG00000173409	ARV1	1987
ENSG00000252131	AL844165.1	135
ENSG00000182118	FAM89A	2394
ENSG00000221290	MIR1182	97
ENSG00000227934	RP11-423F24.3	573
ENSG00000229595	RP5-1097F14.1	495
ENSG00000119283	TRIM67	9326
ENSG00000235710	RP5-1097F14.3	2411
ENSG00000143633	C1orf131	5413
ENSG00000116906	GNPAT	3173
ENSG00000222407	RNA5SP80	111
ENSG00000116903	EXOC8	5119
ENSG00000010072	SPRTN	5906
ENSG00000135766	EGLN1	7265
ENSG00000223982	SNRPD2P2	333
ENSG00000233461	RP11-295G20.2	1021
ENSG00000270106	TSNAX-DISC1	3557
ENSG00000116918	TSNAX	6241
ENSG00000229228	LINC00582	597
ENSG00000162946	DISC1	12137
ENSG00000222986	RNU5A-5P	116
ENSG00000226758	DISC1-IT1	762
ENSG00000235152	RP5-865N13.2	818
ENSG00000236372	RP5-865N13.1	2241
ENSG00000224436	RP11-284L19.1	237
ENSG00000242794	RN7SL299P	280
ENSG00000116991	SIPA1L2	7641
ENSG00000238382	RNU6-1211P	105
ENSG00000225919	RP11-66A2.1	372
ENSG00000236497	RP11-66A2.2	2042
ENSG00000212916	MAP10	5450
ENSG00000206835	RNU1-74P	171
ENSG00000232175	RP4-659I19.1	784
ENSG00000135778	NTPCR	15854
ENSG00000135749	PCNXL2	13815
ENSG00000231940	RPS7P3	580
ENSG00000251508	RP5-862P8.3	324
ENSG00000143674	MLK4	7916
ENSG00000252501	RNU4-77P	156
ENSG00000135750	KCNK1	3542
ENSG00000265744	MIR4427	68
ENSG00000225486	RP11-301G21.1	353
ENSG00000183780	SLC35F3	3195
ENSG00000234453	RP11-488L4.1	597
ENSG00000236101	RAC1P7	377
ENSG00000233332	RP4-799P18.2	1723
ENSG00000231272	RP4-799P18.4	452
ENSG00000236244	RP4-799P18.3	388
ENSG00000232166	RP4-799P18.5	570
ENSG00000264377	MIR4671	73
ENSG00000235605	RP5-827C21.1	438
ENSG00000236358	RP5-827C21.2	410
ENSG00000273367	RP5-827C21.6	626
ENSG00000231663	RP5-827C21.4	575
ENSG00000168275	COA6	1257
ENSG00000059588	TARBP1	7743
ENSG00000231768	RP5-855F14.1	2870
ENSG00000230404	RP5-855F14.2	390
ENSG00000212144	U8	128
ENSG00000168264	IRF2BP2	4724
ENSG00000228830	RP4-781K5.2	693
ENSG00000224939	LINC00184	2270
ENSG00000272362	RP4-781K5.9	526
ENSG00000228044	RP4-781K5.4	2201
ENSG00000241475	RP4-781K5.5	933
ENSG00000230628	RP4-781K5.6	3564
ENSG00000224037	RP4-781K5.7	1008
ENSG00000227630	LINC01132	3793
ENSG00000201638	RNY4P16	101
ENSG00000239690	RN7SL668P	301
ENSG00000237520	RP11-443B7.2	423
ENSG00000238005	RP11-443B7.1	1666
ENSG00000258082	RP11-443B7.3	846
ENSG00000233018	RP4-597N16.1	226
ENSG00000273416	RP4-597N16.4	430
ENSG00000173726	TOMM20	3542
ENSG00000207181	SNORA14B	135
ENSG00000188739	RBM34	3113
ENSG00000054267	ARID4B	11073
ENSG00000232686	ARID4B-IT1	463
ENSG00000263439	MIR4753	83
ENSG00000236863	RPL23AP23	471
ENSG00000234086	AL391994.1	375
ENSG00000152904	GGPS1	4633
ENSG00000227962	RP11-382D8.3	282
ENSG00000230026	RP11-382D8.5	1388
ENSG00000116957	TBCE	2568
ENSG00000243533	TBCE-AS1	337
ENSG00000229795	RPS21P1	247
ENSG00000162885	B3GALNT2	5705
ENSG00000238236	RP4-534P7.2	715
ENSG00000235638	MTND6P14	522
ENSG00000231199	MTND5P19	1794
ENSG00000226663	MTND4P10	1363
ENSG00000231582	RP11-293G6__B.4	295
ENSG00000232714	MTND3P8	339
ENSG00000235761	RP11-293G6__B.2	232
ENSG00000168243	GNG4	5413
ENSG00000270710	RP11-293G6__B.8	708
ENSG00000227236	RP11-365D9.1	1724
ENSG00000143669	LYST	19616
ENSG00000235674	LDHAP2	985
ENSG00000229463	LYST-AS1	521
ENSG00000222831	MIR1537	61
ENSG00000252056	RNU5E-2P	50
ENSG00000206803	RNU6-968P	107
ENSG00000237845	RP5-940F7.2	740
ENSG00000229291	RP4-580N22.2	190
ENSG00000116962	NID1	5864
ENSG00000252822	Y_RNA	96
ENSG00000235371	RP4-764D2.1	2310
ENSG00000077585	GPR137B	2279
ENSG00000086619	ERO1LB	5688
ENSG00000222650	RNU2-70P	179
ENSG00000237922	RP11-478H16.1	656
ENSG00000252638	snoU13	72
ENSG00000186197	EDARADD	3726
ENSG00000244457	ENO1P1	1304
ENSG00000116977	LGALS8	9710
ENSG00000223776	LGALS8-AS1	1440
ENSG00000273058	RP11-385F5.5	532
ENSG00000230325	RP11-385F5.4	494
ENSG00000119285	HEATR1	9049
ENSG00000077522	ACTN2	5419
ENSG00000116984	MTR	11402
ENSG00000226498	RP11-182B22.2	885
ENSG00000237991	RPL35P1	372
ENSG00000244020	MT1HL1	316
ENSG00000198626	RYR2	17799
ENSG00000252396	RN7SKP195	303
ENSG00000266262	MIR4428	73
ENSG00000252290	SNORA25	132
ENSG00000237250	RP11-193H5.1	3127
ENSG00000116996	ZP4	1799
ENSG00000243781	RP11-193H5.2	775
ENSG00000270188	MTRNR2L11	1552
ENSG00000232154	RP11-193H5.5	1127
ENSG00000225723	MTND6P15	521
ENSG00000227860	MTND5P18	1801
ENSG00000230019	YWHAQP9	512
ENSG00000232989	RP11-136B18.1	102
ENSG00000234464	RP11-136B18.2	197
ENSG00000252371	RNU6-725P	102
ENSG00000215808	LINC01139	1537
ENSG00000231877	RP11-177F15.1	2900
ENSG00000215149	KRT18P32	1287
ENSG00000224783	MIPEPP2	1819
ENSG00000227854	RP11-307O1.1	156
ENSG00000259776	RP11-544D21.2	3011
ENSG00000227185	RP11-544D21.1	430
ENSG00000133019	CHRM3	12150
ENSG00000233355	CHRM3-AS2	3892
ENSG00000234601	CHRM3-AS1	486
ENSG00000231979	RP11-35L17.3	443
ENSG00000215805	RP11-438O11.1	1459
ENSG00000217327	RPS7P5	581
ENSG00000155816	FMN2	9691
ENSG00000228818	RP11-567G24.1	2720
ENSG00000202041	Y_RNA	122
ENSG00000223694	ADH5P3	1137
ENSG00000233735	RP11-567G24.3	497
ENSG00000252317	Y_RNA	93
ENSG00000233519	RP11-177F11.1	316
ENSG00000268365	AL646016.1	69
ENSG00000180875	GREM2	4170
ENSG00000224359	RP11-467I20.2	354
ENSG00000226014	RP11-467I20.4	204
ENSG00000231440	RP11-467I20.6	675
ENSG00000228844	RP11-467I20.3	454
ENSG00000251750	RNU5F-8P	111
ENSG00000234872	RP11-467I20.5	385
ENSG00000199241	Y_RNA	110
ENSG00000230015	RP11-80B9.4	456
ENSG00000226919	RP11-80B9.1	572
ENSG00000182901	RGS7	3328
ENSG00000223963	PRKRIRP8	2115
ENSG00000215802	RFKP1	428
ENSG00000233615	HNRNPA1P42	957
ENSG00000238085	RP11-435F13.2	344
ENSG00000265831	MIR3123	75
ENSG00000224348	RP11-306K13.1	303
ENSG00000225554	RP11-527D7.1	668
ENSG00000091483	FH	2142
ENSG00000117009	KMO	5946
ENSG00000054277	OPN3	3480
ENSG00000203668	CHML	7078
ENSG00000162843	WDR64	4935
ENSG00000229022	RP11-553N16.1	853
ENSG00000174371	EXO1	4140
ENSG00000235990	RP11-323D18.5	421
ENSG00000196289	BECN1P1	1326
ENSG00000213026	CFL1P4	498
ENSG00000197769	MAP1LC3C	1182
ENSG00000223119	RNU6-1139P	106
ENSG00000224625	TUBB8P6	1288
ENSG00000180287	PLD5	9545
ENSG00000222120	RNA5SP81	110
ENSG00000272865	RP11-561I11.4	475
ENSG00000252084	RN7SKP12	143
ENSG00000224525	RP11-561I11.3	766
ENSG00000226750	RP11-513D4.3	161
ENSG00000235467	RP11-513D4.2	634
ENSG00000213690	RP11-513D4.1	510
ENSG00000270859	RP11-435I3.1	437
ENSG00000215800	RSL24D1P4	484
ENSG00000270818	RP11-498M14.1	1410
ENSG00000264972	AL445675.1	84
ENSG00000230199	RP11-331N16.1	80
ENSG00000234116	RP11-261C10.1	792
ENSG00000231512	RP11-261C10.2	1540
ENSG00000253326	RP11-261C10.7	1243
ENSG00000214837	RP11-261C10.3	2364
ENSG00000212230	RNU6-747P	104
ENSG00000143702	CEP170	10939
ENSG00000227230	RP11-261C10.5	694
ENSG00000232085	RP11-261C10.4	488
ENSG00000269795	AC092782.1	63
ENSG00000054282	SDCCAG8	5353
ENSG00000224727	FCF1P7	558
ENSG00000265201	MIR4677	80
ENSG00000117020	AKT3	7499
ENSG00000236031	RP11-269F20.1	751
ENSG00000226766	FABP7P1	391
ENSG00000232184	RP11-370K11.1	389
ENSG00000228939	AKT3-IT1	517
ENSG00000226828	RP11-278H7.1	1799
ENSG00000179456	ZBTB18	3851
ENSG00000268146	AL590483.1	3580
ENSG00000229960	RP11-278H7.4	468
ENSG00000244066	RN7SL148P	277
ENSG00000237759	RP11-278H7.3	567
ENSG00000173728	C1orf100	1151
ENSG00000240963	RP11-518L10.5	642
ENSG00000225401	TGIF2P1	685
ENSG00000035687	ADSS	3666
ENSG00000179397	C1orf101	4328
ENSG00000238952	AC099757.1	99
ENSG00000227735	CYCSP5	297
ENSG00000121644	DESI2	5104
ENSG00000232059	RP11-173A6.2	291
ENSG00000203667	COX20	4864
ENSG00000188206	HNRNPU-AS1	5408
ENSG00000153187	HNRNPU	8492
ENSG00000273175	RP11-11N7.4	535
ENSG00000201758	RN7SKP55	307
ENSG00000252073	RNU6-947P	106
ENSG00000272195	RP11-156E8.1	1739
ENSG00000203666	EFCAB2	8605
ENSG00000252282	RNU6-1089P	104
ENSG00000251754	RNU6-999P	105
ENSG00000223353	RP11-290P14.2	791
